material_type,strength_mpa,weight_capacity_kg,biodegradability_score,co2_emission_score,recyclability_percent,co2_impact_index,cost_efficiency_index,material_suitability_score,predicted_cost_usd,predicted_co2_footprint,shipping_category,material_safety,material_category
Smartphone Model 410,40,3,70,1.93,99,10.26,46.46,39.21,44.35,26.92,Ultra-Light,Safe,Smartphone
Camera DSLR Model 206,16,14,78,2.49,69,11.19,21.02,25.98,42.55,27.67,Ultra-Light,Safe,Camera DSLR
Smartphone Model 318,56,6,41,1.36,82,20.32,46.05,41.4,57.77,33.32,Ultra-Light,Safe,Smartphone
Tablet Model 169,36,20,61,2.68,33,20.01,16.71,25.45,81.74,38.43,Ultra-Light,Moderate,Tablet
Smartwatch Model 226,40,7,56,2.98,58,19.19,30.05,29.8,57.77,43.5,Ultra-Light,Safe,Smartwatch
Bluetooth Speaker Model 116,50,9,97,2.11,11,11.07,20.72,22.18,96.29,17.99,Ultra-Light,Moderate,Bluetooth Speaker
Power Bank Model 450,20,18,18,2.81,79,28.39,32.02,30.83,48.89,54.0,Ultra-Light,Safe,Power Bank
Laptop Model 320,48,8,96,2.28,71,5.47,37.37,36.21,65.58,18.92,Ultra-Light,Safe,Laptop
Camera DSLR Model 170,21,2,81,2.17,22,14.8,19.0,13.02,64.13,24.49,Ultra-Light,Moderate,Camera DSLR
Laptop Model 400,10,3,24,2.71,7,33.73,7.03,5.59,57.93,52.82,Ultra-Light,Moderate,Laptop
Headphones Model 473,30,11,21,1.26,90,25.46,33.65,35.56,47.02,41.71,Ultra-Light,Safe,Headphones
Tablet Model 469,38,4,71,1.14,23,17.08,22.33,19.88,68.87,20.58,Ultra-Light,Moderate,Tablet
Hard Disk Drive Model 165,37,9,71,1.36,55,14.02,28.83,28.75,50.87,24.17,Ultra-Light,Safe,Hard Disk Drive
Smartwatch Model 145,20,17,95,2.96,100,3.28,32.09,35.81,33.89,24.54,Ultra-Light,Safe,Smartwatch
Power Bank Model 420,13,7,10,1.11,84,29.27,28.74,27.13,31.21,45.04,Ultra-Light,Safe,Power Bank
Headphones Model 393,41,3,43,1.34,6,27.3,19.07,16.4,81.1,33.94,Ultra-Light,Moderate,Headphones
Headphones Model 26,20,10,65,2.96,38,18.48,16.76,18.56,63.42,37.62,Ultra-Light,Moderate,Headphones
Headphones Model 319,39,5,12,1.74,38,33.64,28.5,24.14,66.26,49.72,Ultra-Light,Moderate,Headphones
Gaming Console Model 256,17,6,27,2.74,49,28.64,20.13,19.29,51.14,49.45,Ultra-Light,Moderate,Gaming Console
Hard Disk Drive Model 10,55,15,3,1.59,67,33.35,37.32,39.51,79.92,51.57,Ultra-Light,Safe,Hard Disk Drive
Smartphone Model 221,59,20,7,2.59,90,30.45,43.56,47.76,66.58,58.26,Ultra-Light,Safe,Smartphone
Laptop Model 297,31,5,81,2.56,1,17.14,9.11,11.97,85.19,29.64,Ultra-Light,Moderate,Laptop
Headphones Model 498,12,3,24,0.31,44,28.59,17.99,15.9,48.76,33.45,Ultra-Light,Moderate,Headphones
Headphones Model 444,53,10,67,2.27,77,13.56,45.22,39.96,60.83,31.94,Ultra-Light,Safe,Headphones
Gaming Console Model 378,40,2,13,0.69,94,27.11,42.52,37.9,36.33,38.74,Ultra-Light,Safe,Gaming Console
Power Bank Model 287,49,19,33,1.14,3,30.48,20.02,22.48,109.6,35.65,Ultra-Light,Moderate,Power Bank
Bluetooth Speaker Model 324,50,13,37,2.04,79,22.22,40.61,40.19,68.58,42.8,Ultra-Light,Safe,Bluetooth Speaker
Laptop Model 380,43,19,26,1.61,96,23.57,50.75,43.56,62.83,44.11,Ultra-Light,Safe,Laptop
Camera DSLR Model 96,39,20,65,0.66,62,14.7,31.23,34.05,65.83,20.57,Ultra-Light,Safe,Camera DSLR
Gaming Console Model 407,39,10,34,2.99,32,28.39,19.23,23.7,81.19,49.66,Ultra-Light,Moderate,Gaming Console
Smartphone Model 17,43,3,65,2.9,11,21.14,19.88,18.11,89.81,37.1,Ultra-Light,Moderate,Smartphone
Headphones Model 450,12,12,55,2.41,16,23.35,8.93,10.84,64.76,39.23,Ultra-Light,Moderate,Headphones
Smartphone Model 131,58,8,98,0.85,26,8.51,25.16,28.67,87.39,9.91,Ultra-Light,Moderate,Smartphone
Laptop Model 492,50,7,65,2.18,12,20.61,21.94,21.92,85.0,30.87,Ultra-Light,Moderate,Laptop
Gaming Console Model 399,57,3,44,1.91,98,18.15,54.63,44.91,51.36,38.93,Ultra-Light,Safe,Gaming Console
Gaming Console Model 153,14,15,18,0.8,80,27.08,33.39,28.53,38.89,39.54,Ultra-Light,Safe,Gaming Console
Hard Disk Drive Model 122,13,2,22,2.05,10,33.63,8.88,7.24,60.55,47.43,Ultra-Light,Moderate,Hard Disk Drive
Camera DSLR Model 450,13,4,79,1.31,90,8.09,26.84,27.85,25.31,19.35,Ultra-Light,Safe,Camera DSLR
Smartwatch Model 474,34,9,69,2.48,60,14.79,29.04,28.78,49.25,31.4,Ultra-Light,Safe,Smartwatch
Bluetooth Speaker Model 311,28,19,47,1.53,34,23.42,16.09,22.82,77.27,34.55,Ultra-Light,Moderate,Bluetooth Speaker
Smartwatch Model 274,21,18,59,1.95,8,22.67,12.74,13.56,86.47,32.32,Ultra-Light,Moderate,Smartwatch
Smartwatch Model 456,56,20,88,1.29,0,14.37,15.39,24.41,124.72,16.53,Ultra-Light,Moderate,Smartwatch
Bluetooth Speaker Model 96,22,12,11,2.34,4,37.7,5.19,11.35,89.61,54.73,Ultra-Light,Moderate,Bluetooth Speaker
Smartwatch Model 457,15,15,63,1.9,74,14.84,23.86,27.22,46.12,29.85,Ultra-Light,Safe,Smartwatch
Camera DSLR Model 345,30,9,39,1.93,63,23.16,25.14,28.21,47.87,38.75,Ultra-Light,Safe,Camera DSLR
Smartwatch Model 105,42,9,10,0.94,31,34.46,26.18,24.56,80.55,42.29,Ultra-Light,Moderate,Smartwatch
Headphones Model 170,50,12,65,2.44,54,16.56,36.02,33.63,73.18,31.98,Ultra-Light,Safe,Headphones
Camera DSLR Model 344,20,10,70,1.04,26,17.02,13.1,15.84,66.64,19.24,Ultra-Light,Moderate,Camera DSLR
Tablet Model 57,58,17,59,0.7,46,18.12,36.37,35.94,95.83,21.87,Ultra-Light,Moderate,Tablet
Smartwatch Model 249,17,20,100,1.35,96,1.21,33.71,34.75,45.71,11.91,Ultra-Light,Safe,Smartwatch
Bluetooth Speaker Model 336,36,16,94,1.48,50,7.69,27.65,28.88,73.39,12.93,Ultra-Light,Moderate,Bluetooth Speaker
Smartwatch Model 23,10,6,51,2.61,17,24.57,6.3,8.86,59.98,41.74,Ultra-Light,Moderate,Smartwatch
Headphones Model 490,38,19,54,1.74,50,19.84,30.59,30.29,82.75,31.57,Ultra-Light,Moderate,Headphones
Power Bank Model 96,55,20,18,2.24,17,34.24,24.9,28.16,105.04,51.54,Ultra-Light,Moderate,Power Bank
Hard Disk Drive Model 455,10,7,53,2.37,87,16.82,29.97,26.64,20.49,37.7,Ultra-Light,Safe,Hard Disk Drive
Gaming Console Model 307,55,4,18,1.57,6,34.94,16.22,21.51,96.38,45.58,Ultra-Light,Moderate,Gaming Console
Smartwatch Model 82,26,5,8,1.29,71,31.27,29.64,27.91,38.53,48.3,Ultra-Light,Safe,Smartwatch
Bluetooth Speaker Model 476,59,2,61,2.95,88,14.67,55.25,42.71,57.26,39.69,Ultra-Light,Safe,Bluetooth Speaker
Tablet Model 465,33,2,42,1.97,48,23.78,27.79,23.75,53.52,39.56,Ultra-Light,Moderate,Tablet
Smartphone Model 313,45,6,70,0.77,60,13.46,31.4,32.13,51.2,19.45,Ultra-Light,Safe,Smartphone
Camera DSLR Model 2,55,9,24,1.56,33,30.44,33.62,29.52,80.43,43.44,Ultra-Light,Moderate,Camera DSLR
Headphones Model 125,12,20,49,0.5,7,24.9,5.87,10.88,75.74,23.59,Ultra-Light,Moderate,Headphones
Smartwatch Model 221,35,15,85,2.45,9,15.07,15.62,17.88,98.23,24.87,Ultra-Light,Moderate,Smartwatch
Bluetooth Speaker Model 253,31,8,60,1.85,42,18.91,20.26,23.07,52.77,31.39,Ultra-Light,Moderate,Bluetooth Speaker
Power Bank Model 107,42,18,88,1.39,19,12.53,18.42,23.74,97.91,15.02,Ultra-Light,Moderate,Power Bank
Bluetooth Speaker Model 345,20,13,69,2.93,10,20.06,6.66,12.31,80.59,35.69,Ultra-Light,Moderate,Bluetooth Speaker
Smartwatch Model 257,42,15,65,1.18,57,15.51,34.03,32.52,75.45,22.15,Ultra-Light,Safe,Smartwatch
Smartphone Model 107,19,6,77,1.64,72,10.68,25.39,25.9,35.5,22.03,Ultra-Light,Safe,Smartphone
Gaming Console Model 233,47,7,73,2.26,66,12.86,41.07,34.36,63.65,27.61,Ultra-Light,Safe,Gaming Console
Smartphone Model 343,13,4,63,1.26,94,12.46,35.31,28.86,27.67,24.93,Ultra-Light,Safe,Smartphone
Laptop Model 31,32,19,49,0.52,34,22.21,14.62,24.37,85.98,25.07,Ultra-Light,Moderate,Laptop
Camera DSLR Model 428,44,2,44,0.83,86,18.7,41.49,37.28,40.73,29.67,Ultra-Light,Safe,Camera DSLR
Camera DSLR Model 61,16,6,36,0.35,53,24.11,21.11,20.3,44.28,28.37,Ultra-Light,Safe,Camera DSLR
Smartphone Model 318,58,6,41,1.49,79,20.69,50.95,41.33,62.85,34.96,Ultra-Light,Safe,Smartphone
Power Bank Model 70,48,14,44,2.88,42,24.33,28.37,30.37,75.64,45.42,Ultra-Light,Moderate,Power Bank
Power Bank Model 114,33,5,90,0.8,30,10.48,20.36,20.18,68.56,10.05,Ultra-Light,Moderate,Power Bank
Smartphone Model 20,28,6,10,0.41,41,33.15,23.4,21.49,56.4,39.76,Ultra-Light,Moderate,Smartphone
Smartphone Model 231,11,10,26,2.77,52,28.66,17.71,18.93,43.59,51.63,Ultra-Light,Safe,Smartphone
Smartphone Model 99,27,8,79,2.65,54,12.49,27.01,24.55,52.08,30.67,Ultra-Light,Safe,Smartphone
Smartwatch Model 298,49,3,76,0.51,94,8.11,45.87,41.32,46.36,13.62,Ultra-Light,Safe,Smartwatch
Bluetooth Speaker Model 119,29,4,98,2.84,2,12.1,11.98,11.22,76.99,25.21,Ultra-Light,Moderate,Bluetooth Speaker
Gaming Console Model 333,13,19,66,0.89,68,13.93,16.06,26.17,52.37,18.02,Ultra-Light,Safe,Gaming Console
Bluetooth Speaker Model 340,11,12,47,0.79,62,20.17,22.79,22.23,37.69,27.62,Ultra-Light,Safe,Bluetooth Speaker
Gaming Console Model 13,22,15,50,2.57,74,19.14,28.7,29.56,57.64,41.34,Ultra-Light,Safe,Gaming Console
Smartwatch Model 207,42,14,97,1.81,51,6.89,29.96,30.68,69.69,14.95,Ultra-Light,Safe,Smartwatch
Camera DSLR Model 182,51,9,56,2.59,65,18.25,26.51,35.96,66.44,40.21,Ultra-Light,Safe,Camera DSLR
Power Bank Model 57,44,18,53,0.36,67,17.62,32.23,36.6,72.21,21.7,Ultra-Light,Safe,Power Bank
Smartwatch Model 190,37,12,99,1.41,91,2.05,39.58,38.49,42.56,12.67,Ultra-Light,Safe,Smartwatch
Headphones Model 274,26,16,15,0.93,19,34.16,7.76,17.71,74.86,41.72,Ultra-Light,Moderate,Headphones
Headphones Model 387,47,8,78,1.38,77,9.73,38.81,37.49,64.34,20.37,Ultra-Light,Safe,Headphones
Laptop Model 473,57,6,17,2.85,89,27.71,46.75,43.27,54.94,55.68,Ultra-Light,Safe,Laptop
Bluetooth Speaker Model 402,52,20,33,0.81,72,23.39,33.82,41.08,86.46,31.0,Ultra-Light,Safe,Bluetooth Speaker
Laptop Model 291,55,3,37,0.5,69,22.3,35.6,37.17,61.8,31.37,Ultra-Light,Safe,Laptop
Camera DSLR Model 169,42,18,94,2.04,21,10.92,26.31,24.14,98.41,18.49,Ultra-Light,Moderate,Camera DSLR
Power Bank Model 301,25,15,75,1.04,95,8.62,30.61,36.09,37.74,18.89,Ultra-Light,Safe,Power Bank
Bluetooth Speaker Model 16,60,17,60,1.44,93,13.56,47.83,48.28,72.42,25.81,Ultra-Light,Safe,Bluetooth Speaker
Gaming Console Model 254,35,4,73,2.37,67,12.82,33.27,29.64,29.29,30.13,Ultra-Light,Safe,Gaming Console
Power Bank Model 141,39,8,28,2.04,41,28.72,24.3,25.59,72.69,45.42,Ultra-Light,Moderate,Power Bank
Gaming Console Model 406,32,15,14,1.68,7,36.11,9.6,16.45,92.85,45.35,Ultra-Light,Moderate,Gaming Console
Bluetooth Speaker Model 79,34,20,71,0.63,21,16.98,18.51,22.06,87.23,18.77,Ultra-Light,Moderate,Bluetooth Speaker
Smartwatch Model 318,39,13,24,2.07,77,26.34,41.34,35.84,53.94,46.51,Ultra-Light,Safe,Smartwatch
Laptop Model 435,45,4,52,0.32,8,23.79,15.01,18.7,89.58,21.99,Ultra-Light,Moderate,Laptop
Camera DSLR Model 281,30,9,40,2.05,66,22.63,28.63,28.94,50.85,39.94,Ultra-Light,Safe,Camera DSLR
Gaming Console Model 54,55,12,32,1.11,18,29.27,22.24,26.58,97.11,37.79,Ultra-Light,Moderate,Gaming Console
Laptop Model 185,26,12,99,1.28,5,10.57,6.52,13.16,71.57,10.44,Ultra-Light,Moderate,Laptop
Smartwatch Model 246,36,10,67,2.32,60,15.29,29.46,29.75,59.91,32.78,Ultra-Light,Safe,Smartwatch
Bluetooth Speaker Model 53,37,14,48,0.53,83,17.62,34.15,37.12,44.13,26.07,Ultra-Light,Safe,Bluetooth Speaker
Smartphone Model 296,18,12,96,2.86,53,7.62,18.07,22.12,52.54,25.71,Ultra-Light,Safe,Smartphone
Laptop Model 414,13,5,62,1.84,17,20.8,5.45,9.77,52.97,29.98,Ultra-Light,Moderate,Laptop
Smartphone Model 479,45,12,77,1.32,35,14.19,26.87,27.3,90.55,19.57,Ultra-Light,Moderate,Smartphone
Smartwatch Model 412,42,14,56,1.84,26,21.7,22.84,24.42,76.77,31.67,Ultra-Light,Moderate,Smartwatch
Hard Disk Drive Model 237,54,4,100,0.3,16,8.58,25.85,23.85,85.0,3.77,Ultra-Light,Moderate,Hard Disk Drive
Gaming Console Model 385,19,11,18,1.08,22,33.05,11.2,14.74,60.71,42.78,Ultra-Light,Moderate,Gaming Console
Smartwatch Model 450,42,2,84,1.86,93,6.62,41.87,38.17,39.43,22.57,Ultra-Light,Safe,Smartwatch
Laptop Model 271,43,8,66,2.16,42,17.3,20.85,27.23,70.87,32.71,Ultra-Light,Moderate,Laptop
Laptop Model 98,10,18,15,0.47,19,33.88,9.22,12.68,68.44,38.27,Ultra-Light,Moderate,Laptop
Camera DSLR Model 117,38,11,46,1.49,17,25.39,18.5,20.08,92.16,32.14,Ultra-Light,Moderate,Camera DSLR
Power Bank Model 493,22,6,86,1.62,17,13.47,10.79,13.21,76.3,17.86,Ultra-Light,Moderate,Power Bank
Bluetooth Speaker Model 278,54,20,69,0.51,0,19.61,12.77,23.82,116.13,15.7,Ultra-Light,Moderate,Bluetooth Speaker
Tablet Model 199,58,7,19,1.61,73,27.97,40.82,40.06,62.51,44.98,Ultra-Light,Safe,Tablet
Headphones Model 86,14,9,6,1.49,45,34.59,17.09,18.18,51.31,50.41,Ultra-Light,Moderate,Headphones
Camera DSLR Model 415,30,14,17,2.76,41,32.46,20.4,23.84,72.28,54.67,Ultra-Light,Moderate,Camera DSLR
Camera DSLR Model 374,14,17,77,0.93,34,14.06,14.82,17.51,69.89,17.1,Ultra-Light,Moderate,Camera DSLR
Power Bank Model 377,44,9,0,0.86,55,35.02,31.06,31.27,71.08,45.49,Ultra-Light,Safe,Power Bank
Bluetooth Speaker Model 58,34,14,59,1.8,89,14.48,31.13,37.38,48.93,29.11,Ultra-Light,Safe,Bluetooth Speaker
Laptop Model 327,20,2,66,1.56,83,12.84,34.24,28.02,27.38,25.2,Ultra-Light,Safe,Laptop
Hard Disk Drive Model 115,37,19,53,2.54,9,24.72,11.49,19.57,108.81,38.6,Ultra-Light,Moderate,Hard Disk Drive
Smartwatch Model 172,48,14,93,2.2,56,7.82,32.82,33.97,82.74,19.92,Ultra-Light,Safe,Smartwatch
Gaming Console Model 478,33,5,21,1.72,60,28.73,31.66,27.54,47.23,43.48,Ultra-Light,Safe,Gaming Console
Headphones Model 494,15,18,62,1.19,97,12.41,29.52,33.82,33.77,22.96,Ultra-Light,Safe,Headphones
Bluetooth Speaker Model 386,42,6,11,0.95,49,32.37,31.65,28.31,55.31,42.43,Ultra-Light,Moderate,Bluetooth Speaker
Laptop Model 250,34,8,32,2.1,27,28.96,14.22,20.33,72.21,44.1,Ultra-Light,Moderate,Laptop
Smartphone Model 267,13,10,12,0.37,94,27.22,35.42,30.49,26.62,39.01,Ultra-Light,Safe,Smartphone
Bluetooth Speaker Model 313,14,7,82,1.82,58,10.69,13.64,20.88,47.85,21.93,Ultra-Light,Safe,Bluetooth Speaker
Laptop Model 306,44,14,61,1.97,21,20.78,20.9,23.85,90.95,31.79,Ultra-Light,Moderate,Laptop
Bluetooth Speaker Model 1,45,8,90,2.03,67,7.52,40.0,34.2,64.21,19.96,Ultra-Light,Safe,Bluetooth Speaker
Power Bank Model 487,59,18,90,1.28,79,5.87,38.88,44.71,74.42,14.7,Ultra-Light,Safe,Power Bank
Camera DSLR Model 88,41,13,66,1.13,22,18.68,11.72,22.93,89.14,22.95,Ultra-Light,Moderate,Camera DSLR
Laptop Model 100,24,7,69,0.35,63,13.21,26.56,25.85,52.73,15.59,Ultra-Light,Safe,Laptop
Tablet Model 415,44,5,88,1.9,60,8.74,35.77,31.36,52.25,19.46,Ultra-Light,Safe,Tablet
Bluetooth Speaker Model 437,30,2,12,0.63,12,35.58,15.65,13.91,64.42,39.09,Ultra-Light,Moderate,Bluetooth Speaker
Smartwatch Model 447,53,4,90,2.64,26,11.98,32.06,25.65,78.68,24.9,Ultra-Light,Moderate,Smartwatch
Smartwatch Model 64,31,20,54,2.98,28,22.79,20.84,22.4,93.74,42.43,Ultra-Light,Moderate,Smartwatch
Headphones Model 170,51,11,62,2.46,56,17.28,34.17,34.23,87.28,35.45,Ultra-Light,Safe,Headphones
Tablet Model 169,40,20,63,2.67,33,19.4,25.0,26.85,97.53,36.77,Ultra-Light,Moderate,Tablet
Tablet Model 476,41,8,10,2.42,100,28.45,42.73,40.99,35.86,55.77,Ultra-Light,Safe,Tablet
Power Bank Model 12,38,18,54,2.46,70,18.28,29.44,34.93,71.48,38.56,Ultra-Light,Safe,Power Bank
Smartphone Model 84,45,6,13,2.84,60,31.8,34.66,31.82,60.88,57.8,Ultra-Light,Safe,Smartphone
Smartwatch Model 368,59,20,92,2.53,51,8.82,30.74,38.02,93.93,23.14,Ultra-Light,Safe,Smartwatch
Power Bank Model 137,18,17,86,2.96,25,13.48,10.86,16.36,83.26,29.25,Ultra-Light,Moderate,Power Bank
Smartphone Model 75,60,10,18,0.39,53,29.53,48.17,36.69,85.88,36.31,Ultra-Light,Safe,Smartphone
Camera DSLR Model 12,53,18,60,0.41,33,18.95,28.27,31.24,98.0,20.61,Ultra-Light,Moderate,Camera DSLR
Hard Disk Drive Model 284,28,15,10,0.91,50,32.55,18.24,25.91,67.33,43.38,Ultra-Light,Moderate,Hard Disk Drive
Smartphone Model 116,51,12,89,0.96,84,5.48,37.22,41.71,62.55,11.42,Ultra-Light,Safe,Smartphone
Laptop Model 194,19,19,35,2.7,25,28.62,8.33,17.24,81.71,47.19,Ultra-Light,Moderate,Laptop
Tablet Model 102,54,4,45,2.76,14,26.76,26.84,22.99,98.88,44.62,Ultra-Light,Moderate,Tablet
Bluetooth Speaker Model 167,41,16,24,1.1,66,26.86,28.09,34.68,70.46,39.25,Ultra-Light,Safe,Bluetooth Speaker
Laptop Model 109,10,14,81,0.83,39,12.3,15.83,16.63,57.39,15.23,Ultra-Light,Moderate,Laptop
Power Bank Model 473,18,19,5,1.07,86,30.54,32.53,32.39,49.25,45.81,Ultra-Light,Safe,Power Bank
Tablet Model 52,16,18,59,1.73,44,18.94,14.21,20.84,51.78,30.89,Ultra-Light,Moderate,Tablet
Power Bank Model 285,30,12,19,0.45,93,25.27,35.91,36.68,43.21,37.89,Ultra-Light,Safe,Power Bank
Power Bank Model 56,46,15,38,0.75,40,25.05,25.3,29.74,78.26,31.34,Ultra-Light,Moderate,Power Bank
Tablet Model 368,12,11,55,1.67,64,18.1,19.58,22.7,29.53,31.18,Ultra-Light,Safe,Tablet
Headphones Model 459,26,9,0,0.79,18,38.67,11.26,15.73,74.31,47.28,Ultra-Light,Moderate,Headphones
Tablet Model 500,39,11,62,2.7,39,19.12,20.09,25.74,78.12,36.67,Ultra-Light,Moderate,Tablet
Headphones Model 335,13,15,98,1.79,29,8.77,13.06,15.28,59.76,15.55,Ultra-Light,Moderate,Headphones
Smartphone Model 408,38,17,86,1.75,23,12.95,17.73,23.04,75.91,20.33,Ultra-Light,Moderate,Smartphone
Power Bank Model 480,34,4,17,2.17,31,33.1,23.47,20.32,62.34,51.37,Ultra-Light,Moderate,Power Bank
Smartphone Model 148,28,10,24,1.49,64,27.29,25.44,28.08,46.65,44.06,Ultra-Light,Safe,Smartphone
Smartphone Model 59,43,3,27,0.86,87,23.72,43.92,37.42,39.72,37.41,Ultra-Light,Safe,Smartphone
Bluetooth Speaker Model 230,40,3,99,1.46,82,2.98,42.37,35.03,41.29,13.17,Ultra-Light,Safe,Bluetooth Speaker
Gaming Console Model 315,15,14,62,0.3,34,18.18,16.93,17.2,64.46,18.62,Ultra-Light,Moderate,Gaming Console
Power Bank Model 425,37,14,73,0.37,27,15.62,20.95,23.14,75.95,13.41,Ultra-Light,Moderate,Power Bank
Power Bank Model 168,26,9,83,1.2,8,15.02,8.35,13.17,79.24,15.53,Ultra-Light,Moderate,Power Bank
Camera DSLR Model 351,17,4,50,0.91,23,23.25,9.22,12.56,56.54,27.57,Ultra-Light,Moderate,Camera DSLR
Bluetooth Speaker Model 275,48,2,19,1.31,37,31.39,29.98,26.35,68.96,45.27,Ultra-Light,Moderate,Bluetooth Speaker
Camera DSLR Model 336,17,18,27,0.93,92,23.26,29.08,33.31,38.02,37.54,Ultra-Light,Safe,Camera DSLR
Smartwatch Model 405,51,15,79,0.65,94,7.29,44.65,45.0,56.41,13.76,Ultra-Light,Safe,Smartwatch
Headphones Model 125,11,20,45,0.49,2,26.59,-3.37,9.28,73.86,26.71,Ultra-Light,Moderate,Headphones
Hard Disk Drive Model 312,42,12,71,1.63,76,12.08,40.37,36.46,67.6,25.69,Ultra-Light,Safe,Hard Disk Drive
Laptop Model 215,19,10,94,0.95,95,2.87,38.17,32.76,24.25,8.84,Ultra-Light,Safe,Laptop
Power Bank Model 306,60,18,31,2.33,48,27.3,35.12,37.15,96.95,44.87,Ultra-Light,Moderate,Power Bank
Hard Disk Drive Model 455,10,7,59,2.36,89,14.82,26.42,27.15,28.87,35.57,Ultra-Light,Safe,Hard Disk Drive
Power Bank Model 296,10,10,53,0.81,51,19.49,18.63,18.63,38.14,24.32,Ultra-Light,Safe,Power Bank
Smartwatch Model 227,54,18,97,1.24,95,2.14,43.52,46.96,69.57,8.77,Ultra-Light,Safe,Smartwatch
Power Bank Model 248,42,12,39,0.71,72,21.53,41.32,35.59,59.75,30.27,Ultra-Light,Safe,Power Bank
Camera DSLR Model 465,36,6,97,1.23,83,3.34,43.2,34.67,48.75,11.37,Ultra-Light,Safe,Camera DSLR
Smartwatch Model 164,13,4,13,2.59,35,34.15,12.91,13.91,43.88,53.09,Ultra-Light,Moderate,Smartwatch
Gaming Console Model 176,41,12,81,2.82,74,9.99,32.25,35.43,62.09,30.1,Ultra-Light,Safe,Gaming Console
Tablet Model 446,22,13,47,2.47,35,23.88,19.91,19.33,64.61,40.44,Ultra-Light,Moderate,Tablet
Smartphone Model 208,22,14,5,0.3,14,37.28,5.47,14.66,74.69,39.38,Ultra-Light,Moderate,Smartphone
Power Bank Model 285,29,12,19,0.42,86,25.95,33.77,34.59,45.02,37.63,Ultra-Light,Safe,Power Bank
Laptop Model 326,23,16,22,2.51,70,27.91,31.67,29.17,53.33,51.85,Ultra-Light,Safe,Laptop
Smartphone Model 374,21,11,43,0.58,78,19.65,31.59,29.51,43.59,26.24,Ultra-Light,Safe,Smartphone
Power Bank Model 249,45,4,72,1.23,93,9.84,46.9,39.82,39.17,21.4,Ultra-Light,Safe,Power Bank
Laptop Model 164,60,18,76,0.49,14,16.09,28.53,28.93,108.63,13.04,Ultra-Light,Moderate,Laptop
Camera DSLR Model 282,37,15,33,2.8,33,28.48,22.59,24.53,89.43,51.12,Ultra-Light,Moderate,Camera DSLR
Smartwatch Model 102,42,7,66,0.93,98,10.96,46.82,40.81,42.74,21.88,Ultra-Light,Safe,Smartwatch
Hard Disk Drive Model 135,50,8,0,2.02,91,32.11,43.51,41.95,52.59,56.62,Ultra-Light,Safe,Hard Disk Drive
Laptop Model 462,45,8,78,1.09,18,15.45,20.3,22.09,86.46,17.89,Ultra-Light,Moderate,Laptop
Gaming Console Model 309,21,8,100,1.36,23,8.52,12.47,14.9,75.75,9.46,Ultra-Light,Moderate,Gaming Console
Power Bank Model 284,45,10,61,0.99,91,13.19,41.43,40.85,45.98,23.32,Ultra-Light,Safe,Power Bank
Smartwatch Model 34,15,17,54,1.95,38,21.17,13.82,18.71,59.93,33.89,Ultra-Light,Moderate,Smartwatch
Tablet Model 460,22,4,32,1.58,59,25.45,25.04,23.21,38.59,39.59,Ultra-Light,Safe,Tablet
Smartwatch Model 90,55,13,39,0.61,50,23.67,31.01,34.91,88.57,29.41,Ultra-Light,Moderate,Smartwatch
Camera DSLR Model 355,53,4,10,1.05,17,35.93,25.67,23.64,96.27,44.48,Ultra-Light,Moderate,Camera DSLR
Laptop Model 86,40,14,18,2.38,66,29.43,33.11,33.64,58.15,52.07,Ultra-Light,Safe,Laptop
Gaming Console Model 169,51,11,46,2.87,26,25.32,26.3,26.67,101.13,45.13,Ultra-Light,Moderate,Gaming Console
Laptop Model 194,18,19,37,2.69,27,27.81,13.99,17.4,75.14,46.93,Ultra-Light,Moderate,Laptop
Camera DSLR Model 375,52,19,93,1.9,87,4.54,48.39,44.42,69.56,17.39,Ultra-Light,Safe,Camera DSLR
Gaming Console Model 243,36,15,78,2.78,16,16.67,14.94,19.93,93.3,28.91,Ultra-Light,Moderate,Gaming Console
Hard Disk Drive Model 157,24,17,84,1.2,75,8.02,23.86,31.22,51.65,15.2,Ultra-Light,Safe,Hard Disk Drive
Smartphone Model 401,17,9,40,2.77,1,29.56,5.34,8.03,77.1,45.64,Ultra-Light,Moderate,Smartphone
Hard Disk Drive Model 274,44,3,74,1.03,16,16.82,20.44,20.0,72.96,20.42,Ultra-Light,Moderate,Hard Disk Drive
Hard Disk Drive Model 350,38,3,79,1.97,73,10.18,35.77,32.0,56.58,23.85,Ultra-Light,Safe,Hard Disk Drive
Headphones Model 392,57,3,10,1.17,97,28.0,47.56,44.77,54.68,47.43,Ultra-Light,Safe,Headphones
Camera DSLR Model 107,49,18,32,0.77,87,22.16,33.6,43.28,67.81,33.31,Ultra-Light,Safe,Camera DSLR
Smartphone Model 439,28,19,3,1.81,95,30.69,34.95,38.03,51.72,52.72,Ultra-Light,Safe,Smartphone
Bluetooth Speaker Model 245,14,6,9,1.1,12,36.76,6.37,9.24,61.5,44.03,Ultra-Light,Moderate,Bluetooth Speaker
Gaming Console Model 411,17,6,45,1.75,28,24.75,14.82,14.19,61.06,35.96,Ultra-Light,Moderate,Gaming Console
Headphones Model 338,45,16,58,1.18,26,20.71,24.76,26.07,84.51,24.17,Ultra-Light,Moderate,Headphones
Power Bank Model 397,43,12,46,0.62,63,20.27,40.61,33.71,62.97,26.75,Ultra-Light,Safe,Power Bank
